id,actor,type,domain,question,answers,question_en,RAG,pdf_file,page,query_for_embed,llm_response,predicted,is_correct
60,學生,multiple_choice,中醫,"下列哪穴位屬於 手少陰心經？
A 少府 (HT-8) B 列缺 (LU-7) C 曲池 (LI-11)",A,"WhichofthefollowingacupointsbelongtotheHandShaoyinHeartMeridian?
AShaofu (HT-8) BLieque (LU-7) CQuchi (LI-11)","“HT-8 Shao-fu — LOCATION: on the volar surface of the thoracic limb between the fourth and fifth metacarpal bones … ATTRIBUTES AND INDICATIONS: Ying-spring point (fire), horary point.”",xie’s-veterinary-acupuncture.pdf,156,"Which of the following acupoints belong to the Hand Shaoyin Heart Meridian?
A Shaofu (HT-8) B Lieque (LU-7) C Quchi (LI-11)","根據參考資料，Hand Shaoyin Heart Meridian 的 acupoints 包括 HT-4 到 HT-9。


理由：
1. 參考資料中提到 HT-4 到 HT-9 是心經的 acupoints。
2. 這些 acupoints 位於心經的位置，與手少陰心經相關。

分析：
根據參考資料，我們可以看到 HT-8 (Shaofu) 屬於 Hand Shaoyin Heart Meridian。


答案: A",A,1
71,學生,multiple_choice,CCD,CCD 的臨床行為徵兆常用哪個英文字母縮寫來概括？ A) DISHA B) DAMNIT C) ABCDE D) LUPUS,A,WhichEnglishabbreviationiscommonlyusedtosummarizetheclinicalbehavioralsignsofCCD? A) DISHAB) DAMNITC) ABCDED) LUPUS,"Classic signs of CDS are summarized by the acronym DISHA (disorientation, interaction changes, sleep-wake cycle disturbance, housesoiling, activity change).",‎Cognitive Dysfunction Syndrome A Disease of Canine and Feline Brain Aging.pdf,6,Which English abbreviation is commonly used to summarize the clinical behavioral signs of CCD? A) DISHA B) DAMNIT C) ABCDE D) LUPUS,"首先，我們需要根據題目整理參考資訊。根據提供的文獻，CCD（Cognitive Dysfunction Syndrome）是一種認知功能障礙綜合症，其臨床行為表現包括失orientation、社交改變等。

然後，我們來分析選項：

A) DISHA：這個縮寫與臨床行為表現相關，但不是最常用的。
B) DAMNIT：這個縮寫不在文獻中提及。
C) ABCDE：這個縮寫是用於記錄臨床行為表現的，包括 Appetite、Behavior、Continence、Disorientation 和 Energy 等。
D) LUPUS：這個縮寫與自體免疫疾病相關，不是CCD的縮寫。

根據文獻，我們可以得出以下結論：

理由：
Cognitive Dysfunction Syndrome（CCD）的臨床行為表現包括多種症狀，需要用一個簡單的縮寫來記錄。ABCDE是一個常見的縮寫，用於記錄這些症狀。

答案：C",C,0
72,學生,multiple_choice,CCD,下列何者不是 DISHA 所涵蓋的臨床表現？ A) 方向感障礙 B) 與飼主互動改變 C) 活動量改變 D) 皮膚搔癢,D,Whichofthefollowingisnota clinicalmanifestationcoveredbyDISHA? A) DisorderofdirectionB) ChangeofinteractionwiththeownerC) ChangeofactivityD) Itchyskin,DISHA covers behavioural domains; skin pruritus is not included.,‎Cognitive Dysfunction Syndrome A Disease of Canine and Feline Brain Aging.pdf,6,Which of the following is not a clinical manifestation covered by DISHA? A) Disorder of direction B) Change of interaction with the owner C) Change of activity D) Itchy skin,"首先，我們需要了解DISHA是什麼。根據提供的資訊，DISHA是一種用於描述犬類臨床表現的系統，它包括了方向（Direction）、交互作用（Interaction）、情緒（Sentiment）、活動（Activity）和感覺（Habitat）。

接下來，我們來分析每個選項：

A) Disorder of direction：這是DISHA的一部分，描述的是犬類行為的方向異常。

B) Change of interaction with the owner：這也是一種臨床表現，描述的是犬類與主人之間的交互作用變化。

C) Change of activity：同樣，這也是DISHA的一部分，描述的是犬類活動模式的變化。

D) Itchy skin：這是指皮膚瘙痒，而不是DISHA所涵蓋的臨床表現。


根據上述分析，我們可以得出以下結論：

<說明、理由、分析>
 
答案: D",D,1
73,學生,multiple_choice,CCD,研究顯示社區老犬 (>8 歲) 的 CCD 估計盛行率約為？ A) 5% B) 14% C) 30% D) 60%,B,StudiesshowthattheestimatedprevalenceofCCDincommunity-olddogs (>8 yearsold) isabout? A) 5% B) 14% C) 30% D) 60%,The estimated prevalence of CCD in community-based dogs was 14.2 %.,‎Under diagnosis of canine cognitive dysfunction.pdf,2,Studies show that the estimated prevalence of CCD in community-old dogs (>8 years old) is about? A) 5% B) 14% C) 30% D) 60%,"根據參考資料，研究表明在老年犬（>8歲）中，CCD的估計發生率約為14.2%。


理由：
1. 參考資料中提到「The estimated prevalence rate of CCD in community based dogs was 14.2% in dogs over the age of 8 years」。
2. 這個數據與題目相關，支持了選項B的正確性。

答案: B",B,1
74,學生,multiple_choice,CCD,同一研究中實際被獸醫診斷為 CCD 的比例約？ A) 0.5% B) 1.9% C) 10% D) 25%,B,WhataretheproportionsactuallydiagnosedasCCDbyveterinariansinthesamestudy? A) 0.5% B) 1.9% C) 10% D) 25%,The rate of veterinary diagnosis reported was only 1.9 % (9/479).,‎Under diagnosis of canine cognitive dysfunction.pdf,2,What are the proportions actually diagnosed as CCD by veterinarians in the same study? A) 0.5% B) 1.9% C) 10% D) 25%,"根據題目中的資訊，提到了一個研究中估計的CCD預valence率為14.2%，而 veterinarians診斷的CCD比例則為1.9%。


理由：


這個問題問的是 veterinarian診斷的CCD比例，而不是估計的CCD預valence率。


分析：


根據題目中的資訊，提到了一個研究中估計的CCD預valence率為14.2%，而 veterinarian診斷的CCD比例則為1.9%。因此，正確答案是 B) 1.9%。


答案: B",B,1
75,學生,multiple_choice,CCD,MRI 時若間丘黏連厚度小於等於多少數值，有助診斷 CCD？ A) 3 mm B) 5 mm C) 7 mm D) 10 mm,B,"WhatisthevalueoftheadhesionthicknessoftheinterstitialmoundduringMRI, whichisithelpfultodiagnoseCCD? A) 3 mmB) 5 mmC) 7 mmD) 10 mm",An interthalamic adhesion thickness of 5 mm or less was found to be consistent with a diagnosis of CCD.,‎Canine Cognitive Dysfunction Pathophysiology Diagnosis and Treatment.pdf,8,"What is the value of the adhesion thickness of the interstitial mound during MRI, which is it helpful to diagnose CCD? A) 3 mm B) 5 mm C) 7 mm D) 10 mm","根據題目中的資訊，interthalamic adhesion 的厚度在MRI上被用來診斷CCD。


理由：


        根據題目中提到的資訊，interthalamic adhesion 的厚度在MRI上被用來診斷CCD。


        題目中提到：「The thickness of the interthalamic adhesion as measured on transaxial T1-weighted and T2-weighted MRI was significantly smaller in dogs with CCD compared with dogs without CCD; an interthalamic adhesion thickness of 5 mm or less was found to be consistent with a diagnosis of CCD.」


        這意味著，當interthalamic adhesion 的厚度小於或等於 5 mm 時，才被視為診斷CCD的依據。


        因此，正確答案是 B) 5 mm。


        <說明、理由、分析>
        
        <空行>
        
        答案: B",B,1
76,學生,multiple_choice,CCD,哪種飲食添加物被證實可為老犬提供替代性腦能量並改善學習？ A) 長鏈飽和脂肪酸 B) Medium-Chain Triglycerides (MCT) 5 % C) 高蛋白質 D) 高磷酸鹽,B,Whichdietaryadditiveshavebeenproventoprovidealternativebrainenergyforolderdogsandimprovelearning? A) LongchainsaturatedfattyacidsB) Medium-ChainTriglycerides (MCT) 5 % C) HighproteinD) Highphosphate,Dietary supplementation with 5 % MCT improved cognitive function in aged beagle dogs.,‎Canine Cognitive Dysfunction Pathophysiology Diagnosis and Treatment.pdf,11,Which dietary additives have been proven to provide alternative brain energy for older dogs and improve learning? A) Long chain saturated fatty acids B) Medium-Chain Triglycerides (MCT) 5 % C) High protein D) High phosphate,"根據題目中的資訊，提到Medium-chain triglycerides (MCTs)可以提供腦部的替代能量來源，並且有助於改善老年犬的學習能力。

理由：文獻中提到“MCT-induced ketone bodies provide an alternate energy source for the brain in cognitively impaired patients”（第67段），並且提到這種方法可以幫助改善老年犬的學習和記憶力問題。

答案: B",B,1
77,學生,multiple_choice,CCD,DNMP 測驗主要評估老犬的哪項能力？ A) 聽覺 B) 視覺銳利度 C) 短期視空間記憶 D) 嗅覺辨識,C,WhichabilitiesdoestheDNMPtestmainlyevaluatetheolddog? A) AuditoryB) VisualsharpnessC) Short-termvisualspatialmemoryD) Olfactionidentification,The DNMP task evaluates short-term visuospatial memory.,‎Canine Cognitive Dysfunction Pathophysiology Diagnosis and Treatment.pdf,7,Which abilities does the DNMP test mainly evaluate the old dog? A) Auditory B) Visual sharpness C) Short-term visual spatial memory D) Olfaction identification,"根據題目中的資訊，DNMP（Delayed Nonmatching to Position）測試主要評估老狗的短期視空間記憶能力。


理由：
1. 根據參考資料中第 29 號和第 30 號句子，DNMP 是一項測試短期視空間工作記憶。
2. 參考資料中的第 27 號和第 30 號句子提到 DNMP 測試的目的是評估老狗的短期視空間記憶能力。

因此，我們可以得出結論：


答案: C",C,1
78,學生,multiple_choice,CCD,下列哪種藥物屬於 MAO-B 抑制劑，常用於治療 CCD？ A) Levetiracetam B) Selegiline C) Carprofen D) Gabapentin,B,Whichofthefollowingdrugsisa MAO-BinhibitorandiscommonlyusedtotreatCCD? A) LevetiracetamB) SelegilineC) CarprofenD) Gabapentin,L-Deprenyl (selegiline) is licensed for the treatment of canine cognitive dysfunction.,‎Canine Cognitive Dysfunction Pathophysiology Diagnosis and Treatment.pdf,12,Which of the following drugs is a MAO-B inhibitor and is commonly used to treat CCD? A) Levetiracetam B) Selegiline C) Carprofen D) Gabapentin,"根據題目中的資訊，我們可以看到Selegiline（Anipryl）是一種選擇性和不可逆的單胺氧化酶B抑制劑，已經被用於治療犬類認知功能障礙綜合症（CCD）。

理由：題目中提到Selegiline是用於治療CCD的藥物，並且它是一種選擇性和不可逆的單胺氧化酶B抑制劑。

分析：其他選項Levetiracetam、Carprofen和Gabapentin並沒有被提及為治療CCD的藥物。

答案: B",B,1
79,學生,multiple_choice,CCD,「認知預備」(cognitive reserve) 概念與哪項非藥物療法最相關？ A) 中鏈脂肪酸 B) 影像診斷 C) 認知豐富化(運動/社交/玩具) D) 抗氧化劑,C,"Whichnon-pharmacologicaltherapyisthemostrelevanttotheconceptof ""cognitivereserve""? A) Medium-chainfattyacidsB) ImagingdiagnosisC) Cognitiveenrichment (sports/socials/toys) D) Antioxidants",Cognitive enrichment is believed to build cognitive reserve and delay decline.,‎Canine Cognitive Dysfunction Pathophysiology Diagnosis and Treatment.pdf,13,"Which non-pharmacological therapy is the most relevant to the concept of ""cognitive reserve""? A) Medium-chain fatty acids B) Imaging diagnosis C) Cognitive enrichment (sports/socials/toys) D) Antioxidants","根據題目中的描述，Cognitive Reserve 是指大腦可以利用可用的神經通路網絡作為備份系統，以應對大腦疾病的概念。這與非藥物治療中的一種方法相關，即認知增強（Cognitive Enrichment）。

理由：認知增強通過提供新刺激和挑戰來促進大腦功能，從而建立新的神經通路網絡，以便在大腦疾病發生時作為備份系統。這與概念的描述相符。

分析：
選項A Medium-chain fatty acids 是一種補充劑，可以改善認知功能，但它不是非藥物治療中與認知儲備相關的方法。
選項B Imaging diagnosis 是一種醫學影像技術，用於診斷大腦疾病，而不是非藥物治療。
選項D Antioxidants 是一種抗氧化劑，可以保護大腦健康，但它也不是非藥物治療中與認知儲備相關的方法。

答案：C",C,1
80,學生,multiple_choice,CCD,以下哪項不是 Box 7 所列之 CCD 輔助營養品？ A) Omega-3 PUFA B) SAMe C) Phosphatidylserine D) 抗生素,D,Whichofthefollowingisnota CCDsupplementlistedinBox 7? A) Omega-3 PUFAB) SAMeC) PhosphatidylserineD) Antibiotics,Box 7 lists multiple nutraceuticals; antibiotics are not included.,‎Canine Cognitive Dysfunction Pathophysiology Diagnosis and Treatment.pdf,13,Which of the following is not a CCD supplement listed in Box 7? A) Omega-3 PUFA B) SAMe C) Phosphatidylserine D) Antibiotics,"先根據題目整理參考資訊、我的理解與常識：
題目詢問的是哪一項不是CCD（犬認知功能障礙綜合症）的補充劑。根據提供的文獻，Box 7中提到的CCD補充劑包括：

* Bambusa Tian Zhu Huang (Bamboo Resin)
* Peucedanum Qian Hu BIA
* S-adenosyl-L-methionine (SAMe)

然後，我們可以分析選項：
A) Omega-3 PUFA：這是一種常見的補充劑，對於犬類的健康有益。
B) SAMe：已經在文獻中提到，是一種CCD補充劑。
C) Phosphatidylserine：同樣是已知的一種CCD補充劑。
D) Antibiotics：這是一種抗生素，通常用於治療感染，而不是用於預防或治療CCD。

因此，我們可以得出結論：

理由：
根據提供的文獻和常識，Antibiotics並不被視為一種CCD補充劑。其他選項都已經在文獻中提到是CCD補充劑。

答案：D",D,1
81,獸醫師,multiple_choice,CCD,問診時以下哪句最能及早發現 CCD？ A) 最近有嘔吐嗎？ B) 牠是否迷路或困惑？ C) 體重變化？ D) 食慾下降？,B,WhichofthefollowingsentencescanbestdetectCCDduringconsultation? A) Haveyouvomitedrecently? B) Isitlostorconfused? C) Weightchanges? D) Decreasedappetite?,Clinicians must ask specific questions regarding confusion or disorientation to detect CCD early.,‎Canine Cognitive Dysfunction Pathophysiology Diagnosis and Treatment.pdf,7,Which of the following sentences can best detect CCD during consultation? A) Have you vomited recently? B) Is it lost or confused? C) Weight changes? D) Decreased appetite?,"首先，我們需要了解題目中提到的CCD是什麼。根據參考資料，CCD指的是犬認知功能障礙綜合症。

接下來，我們來分析每個選項：

A) 有沒有最近嘔吐？這個問題主要關注於身體健康狀況，而不是認知功能。
B) 是不是迷路或混亂？這個問題直接針對犬的認知功能，可能與CCD有關。
C) 體重變化？這個問題也主要關注於身體健康狀況，而不是認知功能。
D) 減少食欲？這個問題同樣關注於身體健康狀況。

根據上述分析，我們可以得出以下結論：

理由：選項B直接針對犬的認知功能，可能與CCD有關，因此最適合用來檢測CCD。

答案: B",B,1
82,獸醫師,multiple_choice,CCD,研究指出哪項治療可改善 CCD 的神經興奮與注意力障礙？ A) Levothyroxine B) Levetiracetam C) Prednisolone D) Atropine,B,WhichtreatmentdoesthestudyindicatecanimproveneuroexcitationandattentiondisordersinCCD? A) LevothyroxineB) LevetiracetamC) PrednisoloneD) Atropine,Recent evidence suggests the anticonvulsant drug levetiracetam improves cognitive function.,‎Canine Cognitive Dysfunction Pathophysiology Diagnosis and Treatment.pdf,12,Which treatment does the study indicate can improve neuroexcitation and attention disorders in CCD? A) Levothyroxine B) Levetiracetam C) Prednisolone D) Atropine,"首先，我們需要根據題目整理參考資訊。題目提到的是犬認知功能障礙綜合症（CCD）的治療方法。

根據提供的資料，沒有直接提到 Levothyroxine、Levetiracetam、Prednisolone 或 Atropine 這些藥物與 CCD 的治療關係。然而，我們可以看到有一個段落提到了一種名為 Bambusa Tian Zhu Huang（Bamboo Resin）的中藥，它的主作用是「transform Heat-Phlegm and stop cough, and b) stop Epilepsy」。

但是，這些藥物與題目中的選項無關。因此，我們需要根據常識和臨床經驗進行推斷。

在臨床實踐中，犬認知功能障礙綜合症（CCD）的治療方法多種多樣，包括中藥、西藥等。但是，並沒有直接證據表明 Levothyroxine、Levetiracetam、Prednisolone 或 Atropine 這些藥物能夠改善 CCD 的神經興奮和注意力障礙。

因此，我們需要根據臨床經驗進行推斷。根據我的知識，中藥 Bambusa Tian Zhu Huang（Bamboo Resin）可能有助於改善神經系統的功能，包括神經興奮和注意力障礙。但是，這並不是題目中的選項。

因此，我們需要選擇一個最合理的答案。根據我的知識和臨床經驗，我們可以推斷出 Levetiracetam 可能有助於改善神經系統的功能，包括神經興奮和注意力障礙。

理由：
1. Levetiracetam 是一種抗癲癇藥物，它可能有助於改善神經系統的功能。
2. 中藥 Bambusa Tian Zhu Huang（Bamboo Resin）可能有助於改善神經系統的功能，但它並不是題目中的選項。

答案：B",B,1
83,獸醫師,multiple_choice,CCD,MRI 微出血檢出最佳序列為？ A) FLAIR B) T2* C) T1 加權 D) DWI,B,WhatisthebestsequenceforMRImicrobleedingdetection? A) FLAIRB) T2* C) T1 weightedD) DWI,T2*-weighted MRI sequences are useful in identifying haemorrhagic brain lesions in CCD.,‎Canine Cognitive Dysfunction Pathophysiology Diagnosis and Treatment.pdf,8,What is the best sequence for MRI microbleeding detection? A) FLAIR B) T2* C) T1 weighted D) DWI,"先根據題目整理參考資訊、我的理解與常識：
題目詢問的是MRI微出血檢測的最佳序列順序。根據提供的文獻，對於犬隻的認知功能障礙綜合症（CCD），MRI特徵的文獻相較於阿茲海默病（AD）而言較為稀缺。

理由：
根據文獻中提到的MRI特徵，對於AD患者，腦部影像可能正常或顯示腦萎縮、室腔擴大和中線時脈導區的損傷。然而，這些資訊並未直接指出犬隻CCD的最佳MRI序列順序。

分析：
題目詢問的是MRI微出血檢測的最佳序列順序，但文獻中並未提供相關信息。因此，我們無法根據提供的文獻得出正確答案。

然而，根據一般知識，對於MRI微出血檢測，T2*序列通常被用來檢測微出血現象。因此，我們可以推斷出可能的答案是B) T2*。

答案：B",B,1
84,獸醫師,multiple_choice,CCD,Salvin 行為量表下列何者不是高風險行為？ A) 走路撞牆 B) 認不得熟人 C) 糞便顏色改變 D) 迷路卡家具,C,Whichofthefollowingisnota high-riskbehaviorintheSalvinBehaviorScale? A) WalkingagainstthewallB) NotrecognizingacquaintancesC) ChangeoffecescolorD) Lostcardfurniture,Table 1 lists abnormal behaviours; stool-colour change is not included.,‎Under diagnosis of canine cognitive dysfunction.pdf,3,Which of the following is not a high-risk behavior in the Salvin Behavior Scale? A) Walking against the wall B) Not recognizing acquaintances C) Change of feces color D) Lost card furniture,"首先，我們需要根據題目整理參考資訊。根據提供的資料，Salvin Behavior Scale是一種評估犬類動物行為的工具，旨在識別高風險行為。

接下來，我們可以分析每個選項：

A) Walking against the wall：這是 Salvin Behavior Scale 中的一個高風險行為，因為它可能表明犬類動物有認知功能障礙（Cognitive Dysfunction Syndrome）。

B) Not recognizing acquaintances：同樣，這也是 Salvin Behavior Scale 中的一個高風險行為，因為它可能表明犬類動物的認知功能受損。

D) Lost card furniture King Emperor Jun 君藥 君药：這似乎與題目無關，且不清楚何謂“Lost card furniture”。

C) Change of feces color：雖然這可能是某些疾病的跡象，但它並不是 Salvin Behavior Scale 中的一個高風險行為。

綜合以上分析，我們可以得出以下結論：

理由：
1. 根據提供的資料，Salvin Behavior Scale 是一種評估犬類動物行為的工具。
2. 行為 A) Walking against the wall 和 B) Not recognizing acquaintances 都是 Salvin Behavior Scale 中的一個高風險行為。
3. 選項 C) Change of feces color 不是 Salvin Behavior Scale 中的一個高風險行為。

答案：C",C,1
85,獸醫師,multiple_choice,CCD,Under-diagnosis 研究指出阻礙臨床診斷的主因之一？ A) 缺影像設備 B) 缺血檢指標 C) 缺標準化評估工具 D) 藥物副作用,C,Under-diagnosisresearchpointsoutoneofthemainreasonsthathinderclinicaldiagnosis? A) ImagingequipmentB) IschemiatestindicatorsC) IschemiaassessmenttoolD) Sideeffectsofdrugs,Lack of a clear and validated diagnostic assessment tool limits diagnosis of CCD.,‎Under diagnosis of canine cognitive dysfunction.pdf,3,Under-diagnosis research points out one of the main reasons that hinder clinical diagnosis? A) Imaging equipment B) Ischemia test indicators C) Ischemia assessment tool D) Side effects of drugs,"根據題目中的資訊，特別是提到「 Practiti nd an unwillingness to accept and report behaviouralchanges indicative of CCD. In addition, the lack of a clear and val-
idated diagnostic assessment tool limits diagnosis of CCD in veter-
inary practice」


理由：這段文字表明缺乏有效的診斷工具是影響CCD被正確診斷的主要原因。


分析：題目問的是「Under-diagnosis research points out one of the main reasons that hinder clinical diagnosis？」，答案應該與診斷工具相關。

答案: C) Ischemia assessment tool",C,1
86,飼主,multiple_choice,CCD,老犬夜間吠叫最常被飼主視為？ A) 正常老化 B) CCD 徵兆 C) 腸胃問題 D) 心臟病,A,Olddogsbarkingatnightaremostoftenregardedasbytheowner? A) NormalagingB) CCDsignsC) GastrointestinalproblemsD) Heartdisease,Behavioural changes are commonly regarded by owners as part of normal ageing.,‎Under diagnosis of canine cognitive dysfunction.pdf,3,Old dogs barking at night are most often regarded as by the owner? A) Normal aging B) CCD signs C) Gastrointestinal problems D) Heart disease,"根據題目中的資訊，老狗吠叫的問題通常被歸因於正常衰老（A）或認知功能障礙綜合症（CCD）的跡象（B）。然而，文獻中提到，老狗吠叫的問題也可能與其他健康問題相關，如消化系統問題（C）或心臟病（D）。

理由：
1. 文獻中提到，老狗吠叫的問題常被歸因於正常衰老或CCD的跡象。
2. 但是，也有提到老狗吠叫的問題可能與其他健康問題相關。

分析：
根據文獻中的資訊，我們可以得出以下結論：

答案: B",B,0
87,飼主,multiple_choice,CCD,若犬在水碗前發呆不喝水，屬於 Salvin 量表哪類？ A) 活動量 B) 方向定位 C) 食慾 D) 喝水行為,D,"Ifa dogisina dazeinfrontofthewaterbowlanddoesnotdrinkwater, whichcategorydoesitbelongtotheSalvinscale? A) ActivityB) DirectionalpositioningC) AppetiteD) Waterdrinkingbehavior",Standing over the water bowl but not drinking is scored under water-related behaviour.,‎Under diagnosis of canine cognitive dysfunction.pdf,4,"If a dog is in a daze in front of the water bowl and does not drink water, which category does it belong to the Salvin scale? A) Activity B) Directional positioning C) Appetite D) Water drinking behavior","根據題目中的描述，Salvin scale是一種評估犬類認知功能的工具。


理由：
1. 問題中提到的是一隻狗在面對水碗時出現迷糊狀態，不喝水，這與飲食行為相關。
2. Salvin scale主要用於評估犬類的認知功能，包括活動、方向定位、飲食行為等方面。
3. 根據上述分析，選項C) 水喝行為最符合題目描述。


答案: C",C,0
88,飼主,multiple_choice,CCD,愛犬確診 CCD 後，下列日常行為最能提供認知豐富化？ A) 一成不變散步 B) 嗅聞尋寶遊戲 C) 減少互動 D) 終止運動,B,"AfterthedogisdiagnosedwithCCD, thefollowingdailybehaviorsbestprovidecognitiveenrichment? A) 10% walkB) SniffingtreasurehuntC) ReduceinteractionD) Endofmovement",Introducing new toys or scent-based treasure hunts improves cognition.,‎Canine Cognitive Dysfunction Pathophysiology Diagnosis and Treatment.pdf,13,"After the dog is diagnosed with CCD, the following daily behaviors best provide cognitive enrichment? A) 10% walk B) Sniffing treasure hunt C) Reduce interaction D) End of movement","根據題目中的資訊，我們可以知道犬隻認知功能障礙綜合症（CCD）的臨床特徵包括混亂、焦慮、睡眠模式的改變和與主人互動減少。因此，為了提供認知 enrichment，需要選擇能夠刺激狗的感官和促進其活動性的方法。

理由：
犬隻認知功能障礙綜合症（CCD）的臨床特徵包括混亂、焦慮、睡眠模式的改變和與主人互動減少。因此，為了提供認知 enrichment，需要選擇能夠刺激狗的感官和促進其活動性的方法。

分析：
A) 10% walk：這個選項可能不夠刺激狗的感官和促進其活動性。
B) Sniffing treasure hunt：這個選項可以刺激狗的感官和促進其活動性，適合用於提供認知 enrichment。
C) Reduce interaction：這個選項與犬隻認知功能障礙綜合症（CCD）的臨床特徵相反，不適合用於提供認知 enrichment。
D) End of movement：這個選項不夠明確，可能不是一個有效的方法。

答案: B",B,1
89,飼主,multiple_choice,CCD,狗在門鉸鏈側等待放行屬於哪類 CCD 指標？ A) 空間定向障礙 B) 睡眠障礙 C) 飲食改變 D) 攻擊性,A,WhattypeofCCDindicatordoesthedogwaitforreleaseonthedoorhingeside? A) SpatialdislocationB) SleepdisorderC) DietarychangesD) Aggressive,Orientating to the hinge side of doors is listed under spatial disorientation.,‎Under diagnosis of canine cognitive dysfunction.pdf,3,What type of CCD indicator does the dog wait for release on the door hinge side? A) Spatial dislocation B) Sleep disorder C) Dietary changes D) Aggressive,"首先，我們需要根據題目整理參考資訊。


根據題目中的描述，Bambusa Tian Zhu Huang（Bamboo Resin）是由竹子的內部分泌物凝固形成的。它的主要作用包括a) 轉化熱痰和止咳，b) 止癲癇（Epilepsy）。


題目問的是 CCD 的指標，而不是藥物的作用。


根據題目的描述，問題中提到的狗等待釋放在門桿側，這與竹子的內部分泌物無關。


因此，我們需要找出與題意最直接相關的資訊。


在題目中，沒有明確提到 CCD 的指標，但是有提到犬隻認知功能障礙（CCD）的描述和預valence。


然而，在題目的選項中，有一個選項是「Spatial dislocation」，這個詞語與竹子的內部分泌物無關，但是在題目中沒有明確的資訊支持這個選項。


但是，根據題目的描述，我們可以推測狗等待釋放在門桿側可能與犬隻認知功能障礙（CCD）的Spatial dislocation指標有關。


因此，我們需要根據題目中的資訊和常識進行推斷。


理由：


1. 題目的描述中沒有明確提到 CCD 的指標，但是有提到犬隻認知功能障礙（CCD）的描述和預valence。
2. 在題目選項中，有一個選項是「Spatial dislocation」，這個詞語與竹子的內部分泌物無關，但是在題目中沒有明確的資訊支持這個選項。
3. 根據題目的描述，我們可以推測狗等待釋放在門桿側可能與犬隻認知功能障礙（CCD）的Spatial dislocation指標有關。


答案：A",A,1
90,飼主,multiple_choice,CCD,下列何者為 CCD 夜間常見症狀？ A) 過度飲水 B) 連續睡眠 10h C) 夜間醒來徘徊 D) 清晨精力充沛,C,WhichofthefollowingarecommonsymptomsofCCDatnight? A) OverdrinkingB) Continuoussleepfor 10hC) WakeupatnightD) Energeticinthemorning,Frequency of waking during the night and aimless wandering is a common sign.,‎Under diagnosis of canine cognitive dysfunction.pdf,4,Which of the following are common symptoms of CCD at night? A) Overdrinking B) Continuous sleep for 10h C) Wake up at night D) Energetic in the morning,"根據題目中的資訊，我們可以看到 CCD（犬認知功能障礙綜合症）是一種與人類阿茲海默病（AD）相似的疾病，主要特徵包括記憶力衰退、行為變化等。


在題目中提到 CCD 的一些臨床表現，包括夜間醒來、飲水過多、睡眠持續時間延長等。但是，並沒有直接提及早晨的能量水平或連續睡眠 10 小時的症狀。

因此，我們可以根據這些資訊進行分析和選擇。


理由：
1. CCD 的臨床表現包括夜間醒來、飲水過多等。
2. 沒有直接提及早晨的能量水平或連續睡眠 10 小時的症狀。

答案: C",C,1
91,學生,true_false,CCD,CCD 與人類 Alzheimer 病在 β-類澱粉蛋白累積機制上相似。,true,CCDissimilartohumanAlzheimerdiseaseinthe β-amyloidaccumulationmechanism.,Dogs share neuropathologic changes including β-amyloid deposition similar to AD.,‎Cognitive Dysfunction Syndrome A Disease of Canine and Feline Brain Aging.pdf,6,CCD is similar to human Alzheimer disease in the β-amyloid accumulation mechanism.,"先根據題目整理參考資訊、我的理解與常識：

* CCD（犬認知功能障礙綜合症）是人類阿茲海默病的動物模型。
* CCD的病理生理涉及腦血管疾病和β-氨基酸蛋白（Aβ）的積累，這兩個過程彼此促進，共同推動了疾病的進展。

根據題目所提供的資訊，我們可以看到以下相關句子：

* CCD is the canine analog of human Alzheimer disease (AD).［1］
* The pathophysiology of CCD/AD involves brain vascular disease and accumulation of b-amyloid (Aβ) protein; these two processes are intertwined, each promoting the progression of the other. Aβ is a neurotoxic protein that accumulates in the brains of dogs with CCD and people with AD and forms plaques which are similar to those seen in early stages of human AD.［1］

這些句子支持題目所述的CCD與人類阿茲海默病在β-氨基酸蛋白積累機制上的相似性。

因此，我們可以得出結論：

答案: True",TRUE,1
92,學生,true_false,CCD,間丘黏連厚度 >5 mm 可支持 CCD 診斷。,false,Intermodaladhesionthickness >5 mmcansupportCCDdiagnosis.,Thickness ≤ 5 mm supports CCD diagnosis; values above do not.,‎Canine Cognitive Dysfunction Pathophysiology Diagnosis and Treatment.pdf,8,Intermodal adhesion thickness >5 mm can support CCD diagnosis.,"先根據題目整理參考資訊、我的理解與常識：

*   參考資料中提到，interthalamic adhesion（即intermodal adhesion）的厚度在CCD的診斷中具有重要意義。
*   一個研究發現，interthalamic adhesion的厚度小於5 mm與CCD的診斷相關聯。


根據參考資料和我的理解，我們可以得出以下結論：

<說明、理由、分析>
 
在CCD的診斷中，intermodal adhesion thickness >5 mm不能支持CCD的診斷。

<空行>

答案: False

資料來源：
[1] Under diagnosis of canine cognitive dysfunction_A cross-sectional survey of older companion dogs.pdf
[2] Canine Cognitive Dysfunction Pathophysiology Diagnosis and Treatment.pdf",FALSE,1
